cell_id,latitude,longitude,relative_occurrence_score,species_slug,scientific_name,selected_model
925:2842,2.55,104.25,0.4059066539779285,green_sea_turtle,Chelonia mydas,random_forest
925:2843,2.55,104.35,0.2858103915662235,green_sea_turtle,Chelonia mydas,random_forest
925:2844,2.55,104.45,0.2546503956151501,green_sea_turtle,Chelonia mydas,random_forest
925:2845,2.55,104.55,0.2967301845083032,green_sea_turtle,Chelonia mydas,random_forest
925:2846,2.55,104.65,0.3031627401977956,green_sea_turtle,Chelonia mydas,random_forest
925:2847,2.55,104.75,0.3119282094300347,green_sea_turtle,Chelonia mydas,random_forest
925:2848,2.55,104.85,0.3119282094300347,green_sea_turtle,Chelonia mydas,random_forest
925:2849,2.55,104.95,0.27780450008071056,green_sea_turtle,Chelonia mydas,random_forest
925:2898,2.55,109.85,0.01542753339815715,green_sea_turtle,Chelonia mydas,random_forest
925:2899,2.55,109.95,0.01542753339815715,green_sea_turtle,Chelonia mydas,random_forest
925:2900,2.55,110.05,0.013940617271021007,green_sea_turtle,Chelonia mydas,random_forest
925:2901,2.55,110.15,0.013940617271021007,green_sea_turtle,Chelonia mydas,random_forest
925:2902,2.55,110.25,0.013940617271021007,green_sea_turtle,Chelonia mydas,random_forest
